3,0.0113822542345468
29,0.0126664786705876
30,0.160528067223296
55,0.438440782693079
26,0.242324868776848
46,0.459709287755952
17,0.0131037190602601
55,0.248208276796994
80,0.412481772593439
76,0.435619250676924
45,0.114972005506607
80,0.236701638795645
49,0.492721981555096
60,0.339115724638173
30,0.305232337796292
91,0.166661001386062
55,0.499849751340075
50,0.116462292176849
23,0.468000218101372
86,0.362143746143187
31,0.347059619210592
56,0.303256358121464
98,0.0503097018654873
64,0.355065388623532
59,0.1042371597559
88,0.00166920900984607
14,0.150768732497106
54,0.377512619803039
16,0.204025028111817
25,0.4979931546543
27,0.470281879029162
77,0.0446871612576779
97,0.427539537262956
15,0.0715278602151331
88,0.130208876427317
88,0.134035526274645
33,0.409053008781169
45,0.142065363915203
24,0.264048149021979
52,0.021075583556807
9,0.303687922061725
53,0.048811156054052
80,0.101335462560459
16,0.0303626225590618
40,0.329757746890421
75,0.0889833303066084
24,0.352119117638212
83,0.325189510180659
36,0.386212774808355
84,0.435193907219453
57,0.368326110013583
11,0.219295148104785
99,0.273168839638981
4,0.0890412053037101
20,0.256375442617176
91,0.178460017085836
26,0.343841728184917
19,0.367798433230604
32,0.316630028989411
59,0.0546844508651121
36,0.429471213667929
46,0.478843021003812
41,0.128890619865044
70,0.266557526815308
22,0.435924866175562
72,0.164785331922324
96,0.430040759445555
84,0.0277419986031034
38,0.223560779208126
6,0.357722602828115
94,0.147359415669971
100,0.282714803760009
65,0.0830215238118403
69,0.179101548313326
19,0.0760510907924377
27,0.13656388773392
64,0.0708234331592416
19,0.153853303885745
60,0.318857802469784
52,0.248684470813537
41,0.354137131673397
60,0.364245064159285
63,0.0463090099954236
35,0.265705557834652
40,0.326776215920965
94,0.398529493687266
19,0.0804104076314964
7,0.206268016001915
4,0.120536478379431
30,0.490341110358965
60,0.202481124828507
39,0.268535657683957
51,0.276238004035734
32,0.201182054647112
65,0.461108903417227
88,0.426673880124273
50,0.106920170016288
67,0.399433915157645
87,0.27928249506635
93,0.028640234726817
